Metabolite,Tags,RefMet Nomenclature,Main class, Sub class,Wein_Pblank_1,Wein_Pblank_2,Wein_Pblank_3,Wein_1_B_2_3,Wein_2_Pre_6_3,Wein_3_C_6_3,Wein_4_B_2_2,Wein_5_C_6_2,Wein_6_D_6_3,Wein_7_Pre_6_2,Wein_8_E_2_2,Wein_9_E_2_1,Wein_10_E_6_3,Wein_11_D_2_2,Wein_12_E_6_1,Wein_13_E_2_3,Wein_14_C_2_2,Wein_15_D_6_2,Wein_16_A_6_2,Wein_17_A_6_3,Wein_18_B_6_3,Wein_19_A_2_1,Wein_20_Pre_2_3,Wein_21_B_6_2,Wein_22_Pre_2_2,Wein_23_D_6_1,Wein_24_D_2_1,Wein_25_A_6_1,Wein_26_C_6_1,Wein_27_E_6_2,Wein_28_C_2_3,Wein_29_A_2_3,Wein_30_C_2_1,Wein_31_B_2_1,Wein_32_B_6_1,Wein_33_A_2_2,Wein_34_D_2_3,Wein_35_Pre_6_1,Wein_36_Pre_2_1,Alternative Identifications
Unknown 060,,,,,17086.11945,22760.79027,18227.31548,19091.88092,13920.29205,14121.99893,19471.87334,17534.95056,29017.04154,21445.86145,18702.98404,20254.80592,21793.11329,12342.45343,20575.11085,17120.21676,22520.93307,13612.56846,13070.28074,22656.51151,20172.49358,18850.71625,17184.83937,17299.64487,15485.24427,19808.74781,22190.12535,18838.92627,15395.10968,13956.84853,23316.79521,17501.61517,19155.53813,17825.273,25183.9386,15143.67147,20397.04061,21692.75319,21605.98433,
Unknown 061,,,,,70717.39326,120176.7247,99440,25648.51567,17676.24985,29913.66786,37323.93756,36884.85066,23948,30635.60258,35380.60001,41231.83051,29663.4475,24767.18591,13816.27898,29328.40872,30192.56685,26540.84864,44569.64587,15171.19942,18238.31084,89391.31161,23200.95903,50156.63459,24733.41933,16641.86908,6998.9731,29250.30565,23760.74684,39874.7847,36832.69323,16652.69128,125083,34728.33262,52007.2609,42075.45581,35936.31159,24828.60128,142311.4128,
Unknown 062,,,,,0,6476.221037,6011.246954,8441.239216,12487.12478,7651.728425,5088.731374,7330.351408,4816.295194,7178.25427,5011.230485,12167.09789,10041.42623,7849.536673,10198.77525,14446.41877,12549.16541,16496.41923,14443.64927,18805.42745,8708.713354,3964.999122,9621.20413,11203.92049,14222.98905,9919.560866,7522.263482,10747.53301,14509.27929,8872.152369,14651.50964,11647.35142,9913.905617,8651.727616,14123.01798,13971.90938,8209.18146,22758.64345,13852.35108,
Unknown 063,,,,,0,14578.04556,17103.50506,10005.67926,4435,6004.721439,4791.448084,8354.356499,5787.166857,14323.92476,12568.96219,18085.50102,22424.88202,18265.56298,18949.28357,22050.09842,20785.35111,18287.09476,15566.89392,15991.52449,5377.063923,9869.961299,10705.89413,17331.7449,13329.80076,16236.23493,20436.81762,17132.04471,19004.20999,17707.77665,18989.27494,17635.92243,18052.6797,19178.10203,25550.65228,22815.36399,22226.56391,26550.87399,19890.2893,[10436] orcinol [12.28](0.659218);[5280451] maleamic acid 1 [12.152](0.612137);
Unknown 064,,,,,8410.891718,21083.39719,18987.12256,8834.540205,8932.778152,886.1918957,0,2605.114966,15173.72738,2139.092432,11088.06347,13171.23589,15425.03444,14633.23494,13076.83423,9590.854623,8748.420201,12487.62051,10211.45234,15528.67577,6090.044435,13204.96371,13369.49075,2297.11473,12081.66085,12169.63298,15628.84354,12401.57881,2188.253925,11736.33742,13409.18691,13421.22679,15149.62774,15697.62133,1842.970533,0,14062.31381,15090.98783,14274.75446,
Unknown 065,,,,,0,0,0,25794.54136,25251.44711,42318.84379,37252.03608,45640.83722,17403.67147,46226.44918,37405.28588,29306.39569,20258.76079,16417.5853,27191.50001,44860.11817,37748.25564,22430.01772,37329.66951,12391.32505,22649.33651,8698.447426,32022.58876,62358.92,20608.28519,29014.3991,15432.51167,27488.69882,31719.10645,21047.12038,23109.34726,22580.09497,14904.71061,13433.58491,54332.83478,45126.32248,12134.26974,24352.34636,20414.78476,
Unknown 066,,,,,5570.776401,17938.17749,14975.58216,42432.91431,19517.1007,38849.08902,16878.41061,21881.71639,46547.36376,41023.43672,21705.34581,56205.53845,46538.96894,20442.02711,36180.49694,30817.00536,42862.50834,50170.9156,44650.59074,16541.33774,4644.656546,28408.00446,72397,7544.816478,3465.490557,12363.00868,32146.03284,3990.682652,13429.84938,14645.96532,27489.93025,49161.50775,32027,14633.91479,120303.2429,8851.457021,15685.41215,27625.41104,37520.58851,
Unknown 067,,,,,9626.230387,3996.958802,10744.48319,43491.85878,12637.90423,26917.89163,35090.20945,10062.6519,25622.20004,42477.96057,30730.0919,7086.743368,35923.77134,23175.81148,22826.75951,27808.51771,38969.9065,2125.547429,16528.68291,5249.553918,22558.8292,27318.87656,39677.79436,3543.588425,14330.99057,27752.08079,25063.40477,42107.41558,35017.64636,6320.731918,17608.2311,5541.791515,17303.59883,21764.13773,22062.32867,3006.916909,37102.86435,23760.12443,41892.57024,
Unknown 068,,,,,4069,25623.16903,11564.49076,122719.3796,30838,24509.76269,29618,36967.19558,63971.727,15594.40506,23153.02477,79872.79642,17935.02848,3327.357747,39550,15576.83998,126652.9675,30166.61172,14979.76806,18336.0974,69122.91631,28381.28096,70444.59238,6287.331239,69933.52443,101619.3475,56577.92786,101937.9674,129630.3113,13535.22766,9959.586299,41164.65916,35521.24314,43958.07722,29386.71421,91703.35161,39302.26539,96415.62855,17670.32728,
Unknown 069,,,,,28720.26592,24291.55452,9278.307845,55247.84721,24469.07715,128061.1694,137013.0478,162697,100275,172330.9197,27115.42593,106099.1536,14408.7235,81851.61933,33305.45935,166148,30967,102199,121078.2272,27329.50552,26971.90865,44443.60207,107460.978,169509.0011,3713.391656,133840.6898,49976.3415,130171.2153,37564.7688,20714.50509,41531.92985,143016.8587,1628.695986,26267.17126,20485.5507,85618.31035,11225.82059,45685.85479,26900.45718,L-glutamine [minor 1](0.751499);
Unknown 070,,,,,0,1689.886875,0,18925.27005,16455.7246,21268.77175,28054.34134,28812.13775,8331.478094,21359.44441,16453.44895,14356.14802,7164.26248,11857.93995,20201.51705,30771.09828,17967.32571,6885.795605,20528.69226,3177.625794,16112.09948,3379.682663,15133.44054,29263.47199,7682.080613,15347.04613,5975.408026,13581.81915,13055.91977,10236.1922,6987.015195,13021.64489,6260.174409,5293.495478,35489.023,24731.64382,4714.089928,13114.66692,6056.649105,
Unknown 071,,,,,1646.579312,90.31044748,1342.622533,71781.71827,231857.907,133199.4435,168940,184255,36630.727,144184.7233,89310.52518,74880.39229,150127.9003,66550.98848,144861.5336,153016.1827,103744.356,151062.8494,143701,49396.44239,147324.7684,21686.71231,64625.7522,422326.1718,120664.0458,79174.57221,68609.0115,163332.1819,93968.43807,78578,175929.2155,76461.17738,78453.9579,24929.03329,390991.4213,156066,58719.82682,179580.3523,186532.584,[18189] 4-acetamidobutyric acid 1 [12.863](0.60186);
Unknown 072,,,,,35241.29243,50826.25062,38793.82268,43062.31172,57933.66221,57069.44468,8197.2679,60621.33773,43813.01635,29781.03328,19840.39764,58694.44721,42176.64164,59847.9409,137320,14590.15903,48875.33485,48780.89405,12280.2646,61913.62065,37450.91936,57180.84159,40839.01607,50653.04374,42542.23068,51023.0242,20818.34683,31729.81775,71874.49199,104457.9776,137193,54775.31556,78386.15101,25423.73582,37756.63402,89767.94687,30304.91617,124299.54,5442.345181,
Unknown 073,,,,,33418.69394,48174.5526,36492.28174,43172.80638,48042.62086,47444.58067,31504.9326,62093.82957,56692.31247,33445.73374,41863.80086,45199.08997,9378.765633,62525.69179,59372.06348,41220.71676,38937.07119,48299.91394,38626.65159,79888.20607,7400.579429,58558.69137,47924.13811,47717.26385,7071.842919,38237.13422,47636.27819,29427.16557,71874.49199,31129.40005,33156.07969,53514.45828,76203.27174,22565.46561,10705.8166,86953.53133,29383.06048,56016.47337,45136.73643,
Unknown 074,,,,,1861.583225,2002.286871,3403.527731,49696.37839,37061.8521,66291.63408,38788.46516,53159.67793,47208.85482,79455.36278,70569.21086,74108.333,30580.23282,63076.8385,39067.05577,55331.68897,48679.77794,52505.8399,61023.04622,48557.84585,30674.30661,40346.78009,64477.43026,67628.11504,43813.90013,44452.92306,56836.8351,46446.89697,43782.02557,67755.14605,45764.39524,41241.4786,31626.40255,40786.32862,47219.19044,67052.6034,31323.8966,37295.66751,39990.22958,
Unknown 075,,,,,14902.23801,25015.68519,50297.14332,52022.74813,50147.90017,78807.4186,55422.31509,72439.497,48949.66096,90644.59924,53873.97336,71011.69588,62633.62789,61406.66545,50164.8897,68668.75557,60163.20177,48311.25777,77330.18062,54055.05097,44718.7074,35238.50872,40222.48298,92686.09078,30554.3427,58886.73822,34450.3168,78434.14242,67538.68285,46150.9051,38719.34523,74237.82513,21927.22864,36818.30285,85237.41454,69107.82121,39744.89796,50140.0053,42548.6793,[70914] N-acetyl-L-glutamic acid 1 [13.063](0.684773);adipic acid(0.643909);
Unknown 076,,,,,59518.55229,83854.33343,83360.61748,69837.06506,72012.68411,75678.82761,85603.49141,81090.97707,75728.75029,78287.68593,76355.36463,86076.75977,79483.89468,78073.02368,77217.26758,79015.68757,83327.6021,82938.45234,74565.41751,77928.64819,65440.39949,74092.7534,82257.08902,77169.56163,83759.38403,79670.16972,80076.52971,79665.09485,75431.87629,81813.4142,82812.02473,80663.32453,80213.77706,77137.07076,90355.98828,80354.97614,74837.48247,77717.03226,72465.80234,
Unknown 077,,,,,25179.58489,12448.11815,12827.08837,30456.19598,28618,51078.19908,75542.71846,120265.2738,74242.15637,32542.67462,84634.86752,35566.26143,110420.0453,46145.95139,102053.2618,28192.21058,103187.6001,54476.35747,22176.78467,95402.78599,59713.19475,45460.09206,22109.51592,83754.1039,42440.19149,110343.8457,81077.67387,27803.3302,34240,26852.88526,28163.78996,34181.76286,29027.28974,86413.72864,86066.17682,109107.343,30158.00385,146117,40144.15803,
Unknown 078,,,,,30456.84805,41982.51346,43414.34677,43243.08805,42003.38245,44613.66521,44278.77508,44564.94585,48008.51195,48608.39903,42565.7611,49040.02752,48658.64133,44125.58198,46239.9672,49844.53093,46900.96268,49829.8495,46589.35822,46106.15084,42425.83627,42770.13603,46687.00228,43959.22753,53259.19817,46582.45923,44121.64519,45523.92055,43685.13053,48022.02664,51284.59955,47414.43129,53726.80703,49661.58196,53066.76051,48607.35652,49558.55447,47399.86302,48355.42985,
Unknown 079,,,,,34470.02946,100305.9244,48338.42525,83131.38005,84870.00662,248077.8838,95217.99421,22003.53406,75558.2899,85795.84584,152532.889,54583.25426,30359.35187,45610.38624,92688.42741,168194.782,23009.02773,51785.2077,139534.2766,25669.09864,76658.34484,32725.5161,53721.40197,73860.22582,125873.9109,53874.74182,31471.89842,32297.26023,65914.06872,30814.99816,55826.3323,140522.1219,56490.51412,57446.62617,167325.7901,211840.9534,81816.14959,93318.96254,71926.79455,
Unknown 080,,,,,0,1960.360955,465.0941737,32384.31411,11905.58608,20567.25785,20822,2155.64573,18961.04898,4516.56994,15688.36033,26057.73773,7016.60704,13410.15166,16296.36061,23294.73265,15743.08521,15408.0513,16804.65628,17677.85825,12766.31229,13595.12628,27628.48355,54767,14434.2371,17417.01384,13493.18962,18801.68697,18454.89378,20209.22578,12345.04778,26149.88704,11277.93755,13422.84941,19036.53383,19382.72528,10775.60086,13398.01955,12900.98195,
Unknown 081,,,,,4525.331878,5837.61924,6497.256013,434793.6941,294034.9256,924301.5832,472321.4015,572329.7782,250472.0359,818900.1922,614189.6996,497135.4168,244185.5749,268223.3036,285063.2164,621183.4309,530394.1743,287835.1586,491491.3201,179009.3686,255616.4448,138682.7507,520309.2518,789064.9483,197652.3885,345943.1499,190185.8121,367563.6851,440037.6376,319528.4011,333542.5986,290557.3537,149703.1694,185205.4909,597980.8128,771580.7063,142637.4764,319088.2823,197856.7988,
Unknown 082,,,,,6628,15348.16846,18077.82707,29925.86826,40880.65925,30576.90559,24580.11282,40083.55477,34697.42742,61193.78084,11379.44238,39177.09926,87962.3137,39780.01475,22310.73044,42999.37756,13845.22877,35272.11794,40360.72913,47621.95945,36754.29323,27005.29261,38067.45187,45107.06895,41992.03374,45827.52547,15813.30972,81833.84702,39750,44710.57165,42743.94275,58438.34882,32481.88557,42349.78044,75345.10267,22399.95973,53969.36253,25166.9301,8992.99349,
Unknown 083,,,,,12690.48316,11884.69189,9810.81995,9576.366744,21983.12818,119750.2976,14267.48627,5474.546855,34385.2184,12280.6723,9881.766161,11356.79928,9762.874183,6586.242846,19045.1586,11170.29074,10417.27703,11810.66879,9725.165122,8946.413376,14369.91648,3170.53842,425.6998685,20954.57614,2213.067115,9257.18446,6512.83054,2833.91423,9743.596355,14109.85411,9825.242389,9665.535364,11743.01118,12202.32454,14519.16742,10517.82162,5080.421338,9598.900016,32411.78662,
Unknown 084,,,,,1006.323815,51522,49665,116583.9445,96217.76967,237408.2165,125582.146,138597.0204,60439.56726,139974.1531,168644,154357.9733,105130,84448.09853,97831.89661,120402.0515,95642.16139,79551.37805,131636.3381,94069.38589,64131.58275,42459.79947,150758,200006,112034.9067,140485.3203,123917,165368.0195,171994.4935,141104,109512.0841,131004,80607.92033,82396.5001,155746.2971,182413.2055,66445.44603,82390.68939,69883.29011,
Unknown 085,,,,,1006.323815,51522,49665,140745,96217.76967,265750.379,125582.146,130895.3839,137345.5579,220125.2405,109253.0502,146073.7126,105130,127360,44617.70557,182159,145911,123114,158521,129539,105690,73004.99551,134003.502,158343.506,97355.82046,96115.37601,78639.85653,124974.3622,150029.7949,122447.3547,97824.78939,100505.7033,89853.6403,97774.12509,219941.3175,211481,116436,82390.68939,69883.29011,
Unknown 086,,,,,472.9824914,22698.97232,29900.95996,12738.70072,53423.9812,36781.69471,34086.73414,12102.56487,31783.76814,46279,48675.8734,46698.63284,53045.70971,34201.41882,26507.35093,55618,49394.40506,43069.89683,12252.07339,43814.43881,15274.90492,44700.15938,24027.63688,44188.60511,46742.6454,51267.92087,17715.9182,51745.2141,50445.49178,16858.2231,15560.69759,19850.05886,43413.203,44858.79498,57165.23825,16054.86555,35189.74692,129958.9493,124877.7616,[385] pimelic acid [14.19](0.605477);
Unknown 087,,,,,0,3092.699675,16585.45321,4960.677537,5541.903267,10860.96968,38092.62304,16912.24442,7916.9317,17049.06875,4613.192916,3095.089554,13880.3001,8863.32742,16737.62478,28888.92118,23835.95383,46479.60073,61196.96555,39867.82245,29493.50591,37339.34668,40913.51513,36012.12799,37772.33087,38063.74362,22547.81009,6741.189829,12997.43196,6067.564288,32411.63595,26622.90704,21795.4653,5813.080245,41227.3984,29450.47834,13674.7178,26726.77939,10431.83263,
Unknown 088,,,,,2762.371348,4005.050188,3330.281822,22517.48608,9887.330711,26154.57749,10825.25225,28140.05673,15783.2851,28693.99334,20160.23628,25154.86453,15914.55536,31385.5802,45647.8408,21482.62296,8969.124514,12473.86776,26878.43066,25577.00267,28602.51598,27517.19543,23396.27151,17100.03741,25578.32041,31441.52676,24985.53137,34915.9555,32883.71814,38800.69381,23037.86664,28113.30851,22861.71772,32014.91787,23695.73687,30663.7359,27833.71015,33729.03685,12818.22031,[385] pimelic acid [14.19](0.6724);
Unknown 089,,,,,22113.76262,16315.97344,46645.62916,16706.57221,17195.35644,14816.84387,19693.83947,44180.99385,50317.65532,21113.18856,11329.44225,15991.6616,229502.8905,15808.32635,30642.70879,15198.1354,14506.78066,19433.86338,13045.57344,30409.92725,118568.7729,22143.70296,16384.80108,37261.77117,16350.04101,13487.32231,12503.05088,11163.54598,25984.91306,15239.81208,14524.75657,13973.28533,28949.62128,10757.40631,8180.587005,17402.29504,18983.5527,6861.236705,16847.42337,
Unknown 090,,,,,0,15746.2746,0,11636.66921,6479.812251,16432.63588,7558.02296,12170.88775,13981.13923,15185.46159,10562.40827,14755.97191,16898.27061,12351.8861,25956.94974,7655.373918,14803.03577,12724.19539,11530.20271,9452.449837,6914.122613,10723.80317,7046.004527,14189.33607,10642.5814,16263.39104,12278.2732,12006.42854,15509.39742,11610.02044,6014.45069,10083.94425,9861.224941,8074.184756,18653.36611,6310.517319,11947.42583,6917.537335,9434.713125,
Unknown 091,,,,,2324.356498,14344.48283,9179,11695.02325,28506.12928,40339.1668,29154.00229,44907.4683,1841.405476,28654.75148,17590.53982,2805.963639,26469.62344,33966.72245,25755.43134,34551.51351,33763.71815,33312.73456,59319.75101,33207.77013,22305.05092,23692.9806,36366.05035,30080.78705,37448,34988.36048,25245.04855,57662,17499.88205,35558.98491,14651.33994,32996.92298,29842.22678,22742.83895,24221.83786,32746.70105,27862.18019,37478.24081,11102.79199,
Unknown 092,,,,,13793,20679.18853,57735.75315,23548.05603,30783.30585,42898.68307,39243.49535,29847.59243,88357.35454,101449.116,47168.44071,37589.51213,58400.91194,46860.99295,19892.65579,46506.08638,34003.7541,51119.73082,43226.66182,47822.41383,20949.71391,30054.589,41914.42232,59745.63793,37694.73628,59909.86212,49930.53012,43657.03119,56738.29372,57647.53653,31986.58994,44570.72667,61977.66978,73554.09476,29550.33367,42532.37642,46408.47971,50297.08383,58924.66119,
Unknown 093,,,,,1064.722438,2643.056189,1321.76113,2137.109664,24747.77183,25362.2145,0,4342.884197,26355.51975,52365.70079,20649.11219,62643.76957,24715.55698,1575.911124,5239.046509,8088.708556,0,1852.949631,6923.117727,12491.9978,0,2703.188374,5393.633555,0,9998.135614,3397.691379,0,0,0,44100.82639,0,0,1942.273277,52219.66896,18793.46385,0,53989.14411,44518.6294,20448.46494,
Unknown 094,,,,,13519.52928,53732,38803.71284,63506,84421,73046.60363,69875.66445,73429,54217.25523,220206.4852,52930.19287,242299.0725,98820,54509.28198,77673.1759,80663.83405,84095,117758.6803,110486.75,101711,83297.22042,77458.04357,87149,92244.10986,101056.3956,71466.07678,85921.5919,100407.5133,79563.25779,185340.1376,81199.16197,69138.23044,77419.27525,219597.8472,76998.93082,83458.55117,230375.2781,193608.9372,59364.31673,
Unknown 095,,,,,10752.30951,16241.80988,11082.45846,14061.9667,13651.67052,12137.78847,17255.71896,14718.67066,17592.28256,15288.75406,16029.74294,19945.76477,12816.95579,16335.03955,17776.33008,20617.96109,18148.8777,23050.08453,20889.92069,20033.63776,13523.88643,17715.72207,18210.87984,24818.46195,19853.84834,19464.64836,19960.96427,21810.9264,22228.38586,11652.79552,18814.80267,18298.95619,20485.07022,10006.81237,15043.85894,21363.90683,15874.37224,7735.797723,12231.04116,
Unknown 096,,,,,12402.39327,16204.61728,23415.37546,39480.50507,18975.53748,47743.592,46651.74331,18930.02358,43352.86608,62671.3574,42696.51169,60043.06696,38747.63665,42802.73715,40450.71805,22311.01358,38163.91136,38010.73592,39543.72338,45691.77171,44066.59858,36962.64111,47839.93175,42533.54459,8671.797597,20115.79323,42150.36938,52542.9304,19624.40591,52985.42314,41348.40803,45773.4752,39332.30755,44628.55302,45162.12527,45931.27439,48874.01699,58681.0238,59059.72933,
Unknown 097,,,,,511.299957,4730.408703,6392.025331,28048.47012,24832.4085,40813.57707,31321.87774,30373.02586,16598.91545,66835.28807,38295.75904,61405.35916,16028.12325,32645.65603,19288.57749,34905.46078,39214.07972,31024.80776,37634.58462,25164.18201,25231.10659,8848.839214,31348.64185,50751.09999,13091.48198,21851.07596,37580.72956,44827.5868,74348.04889,88039.62153,27568.73658,32171.85288,24431.95829,23193.59099,40692.68905,45489.41921,21208.45261,35250.52472,17383.4711,
Unknown 098,,,,,13410.75693,3787.857753,53811.43922,63804.69734,75280,91600.00587,62930.56288,94769.27392,96752.41524,127415.6348,102833.0648,99107.38897,82380,80582.74694,64055.37976,24765.43633,107380.1855,82833.41216,108252,97109.0871,71898.91257,75291,80486.11145,102543.4702,93564,88398,70962.27149,104899.1887,81204.56637,93133.35149,114437.6937,105281.2409,84490,80227.67666,48344.81925,111029.693,94270,96978,81558,[8299] acetol  2 [15.293](0.638324);[8299] acetol 3 [15.377](0.612324);
Unknown 099,,,,,21430.04305,47614.0324,67006.94394,57964.52202,98538.42009,53009.74331,72637.15784,61202.80576,64385.57644,121044.6581,65491.43805,116800.2842,78336.19176,109060.9392,80419.86578,137206.8709,114369.9502,53648.35538,62342.09636,87426.4458,84051.49873,66147,68880.51211,102309.9659,103953.5467,118874.2266,130273.8219,69116.10952,120974.3281,85323.50477,76734.52785,70868.25336,122520.0555,109002.8902,119422.1146,106620.4179,138299.8566,165196.0685,79588.52172,
Unknown 100,,,,,0,1165.448609,0,14821.20012,10781.44204,25130.78764,16900.09617,18970.37147,17873.24753,31039.66691,19678.41773,25550.20793,10408.69426,17982.31761,14873.25446,21742.58981,16212.27837,13751.03106,19774.27699,11627.55288,12390.16885,8095.097031,4930.914197,21551.21669,8285.020707,18720.85199,7012.161801,20670.31275,19752.92616,15769.64317,12798.58636,15630.41706,8271.132859,13148.32444,22256.99649,20346.10615,14035.73471,15123.12726,11484.0142,
Unknown 101,,,,,0,11087.49556,1996.686538,22063.99864,18034.39009,17841.23433,19444.68397,18508.83507,21264.04026,26722.25385,21570.45824,20546.41047,16036.87187,23084.20037,17519.26621,16273.63513,17811.45164,15947.51365,17903.45236,13701.74989,14679.84123,23620.66268,17392.75924,19086.91077,18282.26913,17528.0063,17127.7825,16765.33467,19321.14003,15031.07318,17163.99299,19151.37475,15125.40246,23929.43145,18945.63487,20342.76313,15896.29165,14398.67792,16006.02136,D-ribose(0.650319);[8299] acetol 4 [15.498](0.61053);[8299] acetol 3 [15.377](0.609077);
Unknown 102,,,,,0,0,0,21266.32018,21517.28603,33949.90787,44253.78324,47298.71435,17210.68574,40280.0799,43743.43865,33055.32411,17758.14559,25333.42815,21606.31399,37713.99994,52448.51547,20283.82577,33884.58549,21789.53482,11452.6464,20569.63564,22646.05284,29436.30438,18786.1257,28325.95684,26233.85199,21043.96259,31613.85636,20612.4152,35452.44729,23451.52431,27548.26536,28586.64316,31237.96962,45235.6056,28163.75256,12408.18406,12236.36336,
Unknown 103,,,,,0,4209.357189,4861,40791.3311,32654.81602,70556.03928,34272.69832,42275.46644,19452.39173,69550.81884,53192.60093,30223.69082,27989.1485,25010.73292,30489.53996,56759.81026,47097.70667,17073.11434,34518.11591,11779.9857,16464.4034,7936.855108,33200.25626,58543.6773,14086.2381,23762.8927,13474.65648,34854.34703,28144.0027,17764.1244,26384.04786,23357.05256,6803.075717,10081.77937,44987.90626,62776.94716,16100.15288,23566.35625,24786.79881,
Unknown 104,,,,,4343.907326,21224.12673,4226.344416,14529.54218,6899.541912,18721.49204,21112.74865,17410.00014,15173.39757,17790.30667,19508.37032,14911.80313,14139.99046,14115.74235,22337.92604,20611.13051,24350.5326,19255.22358,24915.67287,16413.85342,9513.62911,13408.73322,8629.310048,17329.88218,7985.870868,23212.80945,14216.70819,15364.15275,22461.59594,19882.9928,14539.00712,11662.68466,17720.52532,11452.50006,39274.82865,24074.49343,13885.84102,11700.96349,13050.06697,
Unknown 105,,,,,0,3331.769379,9773.758389,20706.99314,14164.69833,19294.19337,24085.37068,19903.90681,10254.38409,25600.62205,25290.17172,23664.67038,19974.5963,23333.87881,20756.42222,21728.00204,19521.99124,19864.00699,21081.93662,24681.04015,13718.1536,21662.84173,11513.04403,26355.51504,12833.47925,22707.67845,20259.65601,22310.27226,26312.27899,25254.39144,22038.28362,19694.07329,20220.92661,24661.4572,17510.8546,25354.52362,23698.21972,20082.87621,20805.04498,[8299] acetol 4 [15.498](0.621878);
Unknown 106,,,,,1759.741904,3113.400469,8985.42457,37438.98046,34545.12371,49191.81145,37329.84583,41217.25982,42065.82793,59799.36627,40796.08123,42153.3418,50227.89813,30915.62417,48324.67388,35990.54997,32981.4156,41696.50215,42686.6747,30439.59227,32158.62315,29499.82021,39181.5239,41856.21539,43706.18158,46757.21634,30721.49166,55860.59203,58322.52785,46441.04214,42096.15804,46572.01076,13454.63788,20401.22691,39784.51834,42950.35473,30337.33031,49038.0412,39469.51051,
Unknown 107,,,,,0,0,0,29794.49903,30684.42444,19956.10662,28362.78146,24025.89163,14324.81157,46721.26193,29890.01119,27759.81145,51026.89615,21584.26382,245676.0887,27740.3746,22278.07237,25746.05913,23139.89538,22603.86491,30070.4735,13101.43222,23677.59702,28964.66533,27552.90477,34160.6412,29936.12635,22019.02695,28238.66039,15057.22179,30467.94063,19243.92125,15754.48967,9179.419657,41495.07681,22479.99861,31233.22988,21608.58277,54656.57366,
Unknown 108,,,,,2867.841642,8438.387916,15965.94677,24476,16283.99018,42661.26301,33151.02045,25121.30758,28995.35199,23135.46016,32390.73751,34527.1397,17097.34679,19952.28167,71411.26959,21470.62883,37085.2755,26663.06684,14788.28423,22325.56976,12854.94641,20852.63941,19825.77988,37966.78325,14374.87191,16696.45178,27284.12623,23818.38323,21801.2744,30873.97809,24537.62682,25478.78288,23913.79407,13521.4283,42581.80226,16105.71393,37931.25514,41664.23985,16784.80607,
Unknown 109,,,,,0,0,0,6396.165404,2034.580703,6680.953361,8251.094958,4872.406258,7588.14588,8921.311472,5944.06817,8308.206443,9553.492905,6317.05082,2601.35691,3511.355089,5361.921475,8726.533829,6890.240474,6437.060096,1522.905491,3374.176636,8055.979135,10564.28518,658.9844058,7080.422082,6909.605822,10726.33949,8958.314815,2233.721057,10020.01704,7633.640934,6675.827664,3351.466005,11778.55963,8647.389605,9396.076274,7845.957609,9020.944688,4-hydroxy-3-methoxybenzoic acid (isovanillic acid)(0.798037);4-hydroxy-3-methoxybenzoic acid (vanillic acid)(0.733835);
Unknown 110,,,,,2510.807371,20662.34173,1298.726458,43653.08226,72908.80553,55977.88697,118957.2491,122646,13555.57635,153115.9438,126885.1986,101453.5543,88686.08161,8778.171504,145824.8226,102363.4696,115004.1014,100221.5745,123538.8508,8488.842806,17828.54834,47570.85247,45450.84667,113430.2576,12100.07295,123652.8824,9519.537161,67434.5126,94414.29947,12851.27057,130924.6991,121291.6531,114423,92341.14255,146450.0072,142079.1864,124683.3104,138496.1096,112865.3381,
Unknown 111,,,,,3450.549616,20262.56928,2122.682621,42677.37547,42314.70043,23160.69946,59426.24914,129000.612,50819.28667,76801.08806,35414.9938,43857.92713,71279.69738,65281,65949,42089.85615,41894.97088,42336.67783,47424.78429,58443.70144,39441.73837,45565.85247,36978.3208,46473.06824,62560.5017,72764.20238,56454,68635,70464.42926,11911.47147,23330.9589,55375.51968,128925,46650.21248,86583.00716,50945.60917,57775.07451,64568.47192,59422.34674,
Unknown 112,,,,,3528.729952,33885.37757,38576.41453,82877.14902,99144.21599,91182.60273,104081.0758,87532.63516,81135.88299,99916.25479,83388.65834,105416.7039,60315.71612,68058.40599,64835.06087,96728.98406,78764.11625,116879.122,76159.77307,90044.10549,72559.33798,76794.70872,83743.96314,105567.2131,90038.35183,92942.06617,95084.34345,113368.0346,81156.02261,70818.29658,77257.71322,83088.13492,77125.02758,79437.88775,97721.01085,103412.5247,86299.86455,74691.53035,64467.30735,[863] lipoamide 1 [16.384](0.67006);
Unknown 113,,,,,4563.877904,93733.83743,107613.8978,49914.08898,91773.28919,53531.1491,47776,50270.54913,34725.97644,70103,49613,41929.22034,46004.67521,22353.17803,15336.88251,49224.2184,34736.76682,39249,54736,24470.07078,41679.09969,86913.04141,37178.424,50499.09375,60910.47373,52475,30792.54801,52661.09114,46042.35986,45756.87318,13984.55886,8044.854766,54194.6627,129531.1214,32811.60345,28905.54912,54049.77373,72894.58672,39819.52709,
Unknown 114,,,,,17856.46696,8863.419207,5559.938079,74359.89261,14702.0002,44733.01189,37940.4725,67534.31094,23835.2627,62248.63393,35924.22552,51830.70535,28815.24277,19564.40945,44664.58726,81409.50877,65065.02732,89445.07865,21519.68538,82562.83506,71928.77439,66300.52677,80781.36865,44605.51023,31009.55081,32336.82174,19952.2131,44046.29867,40114.71267,38964.75888,102072.6533,32499.48441,26144.86718,81363.56406,81711.47847,26855.2479,41489.94882,34407.53579,38818.46355,
